1	1
2	1
3	1
4	1
5	1


 1	1	0	0
 1.1	1	0	0.1
 1.2	1	0	0.2
 1.3	1	0	0.3
 1.4	1	0	0.4
 1.5	1	0	0.5
 1.6	1	0	0.600000000000001
 1.7	1	0	0.700000000000001
 1.8	1	0	0.800000000000001
 1.9	1	0	0.900000000000001
 2	1	0	1
 2.1	1	0	1.1
 2.2	1	0	1.2
 2.3	1	0	1.3
 2.4	1	0	1.4
 2.5	1	0	1.5
 2.6	1	0	1.6
 2.7	1	0	1.7
 2.8	1	0	1.8
 2.9	1	0	1.9
 3	1	0	2
 3.1	1	0	2.1
 3.2	1	0	2.2
 3.3	1	0	2.3
 3.4	1	0	2.4
 3.5	1	0	2.5
 3.6	1	0	2.6
 3.7	1	0	2.7
 3.8	1	0	2.8
 3.9	1	0	2.9
 4	1	0	3
 4.1	1	0	3.1
 4.2	1	0	3.2
 4.3	1	0	3.3
 4.4	1	0	3.4
 4.5	1	0	3.5
 4.6	1	0	3.6
 4.7	1	0	3.7
 4.8	1	0	3.8
 4.9	1	0	3.9
 5	1	0	4


1	1
2	2
3	3
4	4
5	5


 1	1	1	0
 1.1	1.1	1	0.105
 1.2	1.2	1	0.22
 1.3	1.3	1	0.345
 1.4	1.4	1	0.48
 1.5	1.5	1	0.625000000000001
 1.6	1.6	1	0.780000000000001
 1.7	1.7	1	0.945000000000001
 1.8	1.8	1	1.12
 1.9	1.9	1	1.305
 2	2	1	1.5
 2.1	2.1	1	1.705
 2.2	2.2	1	1.92
 2.3	2.3	1	2.145
 2.4	2.4	1	2.38
 2.5	2.5	1	2.625
 2.6	2.6	1	2.88
 2.7	2.7	1	3.145
 2.8	2.8	1	3.42
 2.9	2.9	1	3.705
 3	3	1	4.00000000000001
 3.1	3.1	1	4.30500000000001
 3.2	3.2	1	4.62000000000001
 3.3	3.3	1	4.94500000000001
 3.4	3.4	1	5.28000000000001
 3.5	3.5	1	5.62500000000001
 3.6	3.6	1	5.98000000000001
 3.7	3.7	1	6.34500000000001
 3.8	3.8	1	6.72000000000001
 3.9	3.9	1	7.10500000000001
 4	4	1	7.50000000000001
 4.1	4.1	1	7.90500000000001
 4.2	4.2	1	8.32000000000001
 4.3	4.3	1	8.74500000000001
 4.4	4.4	1	9.18000000000001
 4.5	4.5	1	9.625
 4.6	4.6	1	10.08
 4.7	4.7	1	10.545
 4.8	4.8	1	11.02
 4.9	4.9	1	11.505
 5	5	1	12


1	1
2	4
3	9
4	16
5	25


 1	1	2	0
 1.1	1.21	2.2	0.110333333333333
 1.2	1.44	2.4	0.242666666666667
 1.3	1.69	2.6	0.399
 1.4	1.96	2.8	0.581333333333334
 1.5	2.25	3	0.791666666666668
 1.6	2.56	3.2	1.032
 1.7	2.89	3.4	1.30433333333334
 1.8	3.24	3.6	1.61066666666667
 1.9	3.61	3.8	1.953
 2	4	4	2.33333333333334
 2.1	4.41	4.2	2.75366666666667
 2.2	4.84	4.4	3.216
 2.3	5.29000000000001	4.6	3.72233333333334
 2.4	5.76000000000001	4.8	4.27466666666667
 2.5	6.25000000000001	5	4.87500000000001
 2.6	6.76000000000001	5.2	5.52533333333334
 2.7	7.29000000000001	5.4	6.22766666666668
 2.8	7.84000000000001	5.6	6.98400000000001
 2.9	8.41000000000001	5.8	7.79633333333335
 3	9.00000000000001	6	8.66666666666668
 3.1	9.61000000000001	6.2	9.59700000000002
 3.2	10.24	6.4	10.5893333333334
 3.3	10.89	6.6	11.6456666666667
 3.4	11.56	6.8	12.768
 3.5	12.25	7	13.9583333333334
 3.6	12.96	7.2	15.2186666666667
 3.7	13.69	7.4	16.551
 3.8	14.44	7.6	17.9573333333334
 3.9	15.21	7.80000000000001	19.4396666666667
 4	16	8.00000000000001	21
 4.1	16.81	8.2	22.6403333333334
 4.2	17.64	8.4	24.3626666666667
 4.3	18.49	8.6	26.169
 4.4	19.36	8.8	28.0613333333334
 4.5	20.25	9	30.0416666666667
 4.6	21.16	9.2	32.112
 4.7	22.09	9.4	34.2743333333333
 4.8	23.04	9.6	36.5306666666667
 4.9	24.01	9.8	38.883
 5	25	10	41.3333333333333


