1	0
2	1
4	2
5	0
6	-2
7	-1


1	0	0
1.01	0.01	5.00000000000001E-05
1.02	0.02	0.0002
1.03	0.03	0.000450000000000001
1.04	0.04	0.000800000000000001
1.05	0.05	0.00125
1.06	0.0600000000000001	0.0018
1.07	0.0700000000000001	0.00245
1.08	0.0800000000000001	0.00320000000000001
1.09	0.0900000000000001	0.00405000000000001
1.1	0.1	0.00500000000000001
1.11	0.11	0.00605000000000001
1.12	0.12	0.00720000000000001
1.13	0.13	0.00845000000000001
1.14	0.14	0.00980000000000002
1.15	0.15	0.01125
1.16	0.16	0.0128
1.17	0.17	0.01445
1.18	0.18	0.0162
1.19	0.19	0.01805
1.2	0.2	0.02
1.21	0.21	0.02205
1.22	0.22	0.0242
1.23	0.23	0.02645
1.24	0.24	0.0288000000000001
1.25	0.25	0.0312500000000001
1.26	0.26	0.0338000000000001
1.27	0.27	0.0364500000000001
1.28	0.28	0.0392000000000001
1.29	0.29	0.0420500000000001
1.3	0.3	0.0450000000000001
1.31	0.31	0.0480500000000001
1.32	0.32	0.0512000000000001
1.33	0.33	0.0544500000000001
1.34	0.34	0.0578000000000001
1.35	0.35	0.0612500000000001
1.36	0.36	0.0648000000000001
1.37	0.37	0.0684500000000001
1.38	0.38	0.0722000000000001
1.39	0.39	0.0760500000000001
1.4	0.4	0.0800000000000001
1.41	0.41	0.0840500000000002
1.42	0.42	0.0882000000000002
1.43	0.43	0.0924500000000002
1.44	0.44	0.0968000000000002
1.45	0.45	0.10125
1.46	0.46	0.1058
1.47	0.47	0.11045
1.48	0.48	0.1152
1.49	0.49	0.12005
1.5	0.5	0.125
1.51	0.51	0.13005
1.52	0.52	0.1352
1.53	0.53	0.14045
1.54	0.54	0.1458
1.55	0.55	0.15125
1.56	0.56	0.1568
1.57	0.570000000000001	0.16245
1.58	0.580000000000001	0.1682
1.59	0.590000000000001	0.17405
1.6	0.600000000000001	0.18
1.61	0.610000000000001	0.18605
1.62	0.620000000000001	0.1922
1.63	0.630000000000001	0.19845
1.64	0.640000000000001	0.2048
1.65	0.650000000000001	0.21125
1.66	0.660000000000001	0.2178
1.67	0.670000000000001	0.22445
1.68	0.680000000000001	0.2312
1.69	0.690000000000001	0.23805
1.7	0.700000000000001	0.245
1.71	0.710000000000001	0.25205
1.72	0.720000000000001	0.2592
1.73	0.730000000000001	0.26645
1.74	0.740000000000001	0.2738
1.75	0.750000000000001	0.28125
1.76	0.760000000000001	0.288800000000001
1.77	0.770000000000001	0.296450000000001
1.78	0.780000000000001	0.304200000000001
1.79	0.790000000000001	0.312050000000001
1.8	0.800000000000001	0.320000000000001
1.81	0.810000000000001	0.328050000000001
1.82	0.820000000000001	0.336200000000001
1.83	0.830000000000001	0.344450000000001
1.84	0.840000000000001	0.352800000000001
1.85	0.850000000000001	0.361250000000001
1.86	0.860000000000001	0.369800000000001
1.87	0.870000000000001	0.378450000000001
1.88	0.880000000000001	0.387200000000001
1.89	0.890000000000001	0.396050000000001
1.9	0.900000000000001	0.405000000000001
1.91	0.910000000000001	0.414050000000001
1.92	0.920000000000001	0.423200000000001
1.93	0.930000000000001	0.432450000000001
1.94	0.940000000000001	0.441800000000001
1.95	0.950000000000001	0.451250000000001
1.96	0.960000000000001	0.460800000000001
1.97	0.970000000000001	0.470450000000001
1.98	0.980000000000001	0.480200000000001
1.99	0.990000000000001	0.490050000000001
2	1	0.500000000000001
2.01	1.005	0.510025000000001
2.02	1.01	0.5201
2.03	1.015	0.530225
2.04	1.02	0.5404
2.05	1.025	0.550625
2.06	1.03	0.5609
2.07	1.035	0.571224999999999
2.08	1.04	0.581599999999999
2.09	1.045	0.592024999999999
2.1	1.05	0.602499999999999
2.11	1.055	0.613024999999998
2.12	1.06	0.623599999999998
2.13	1.065	0.634224999999998
2.14	1.07	0.644899999999998
2.15	1.075	0.655624999999997
2.16	1.08	0.666399999999997
2.17	1.085	0.677224999999997
2.18	1.09	0.688099999999997
2.19	1.095	0.699024999999997
2.2	1.1	0.709999999999996
2.21	1.105	0.721024999999996
2.22	1.11	0.732099999999996
2.23	1.115	0.743224999999996
2.24	1.12	0.754399999999995
2.25	1.125	0.765624999999995
2.26	1.13	0.776899999999995
2.27	1.135	0.788224999999994
2.27999999999999	1.14	0.799599999999994
2.28999999999999	1.145	0.811024999999994
2.29999999999999	1.15	0.822499999999994
2.30999999999999	1.155	0.834024999999993
2.31999999999999	1.16	0.845599999999993
2.32999999999999	1.165	0.857224999999993
2.33999999999999	1.17	0.868899999999993
2.34999999999999	1.175	0.880624999999992
2.35999999999999	1.18	0.892399999999992
2.36999999999999	1.185	0.904224999999992
2.37999999999999	1.19	0.916099999999991
2.38999999999999	1.195	0.928024999999991
2.39999999999999	1.2	0.939999999999991
2.40999999999999	1.205	0.952024999999991
2.41999999999999	1.21	0.96409999999999
2.42999999999999	1.215	0.97622499999999
2.43999999999999	1.22	0.98839999999999
2.44999999999999	1.225	1.00062499999999
2.45999999999999	1.23	1.01289999999999
2.46999999999999	1.235	1.02522499999999
2.47999999999999	1.24	1.03759999999999
2.48999999999999	1.245	1.05002499999999
2.49999999999999	1.25	1.06249999999999
2.50999999999999	1.255	1.07502499999999
2.51999999999999	1.25999999999999	1.08759999999999
2.52999999999999	1.26499999999999	1.10022499999999
